From	Entry	Reviewed	Entry Name	Protein names	Organism	Length
WP_000068664.1	T0UTH0	unreviewed	T0UTH0_9STRE	30S ribosomal protein S18	Streptococcus sp. HSISS3	79
WP_000068664.1	A0A0F3H612	unreviewed	A0A0F3H612_STRPA	30S ribosomal protein S18	Streptococcus parasanguinis	79
WP_000068664.1	A0A0P0N9H2	unreviewed	A0A0P0N9H2_STRAP	30S ribosomal protein S18	Streptococcus anginosus	79
WP_000068664.1	S9REP4	unreviewed	S9REP4_STROR	30S ribosomal protein S18	Streptococcus oralis subsp. tigurinus 2426	79
WP_000068664.1	A0A0W7V7P9	unreviewed	A0A0W7V7P9_STREI	30S ribosomal protein S18	Streptococcus equinus (Streptococcus bovis)	79
WP_000068664.1	A0A380KDY7	unreviewed	A0A380KDY7_9STRE	30S ribosomal protein S18	Streptococcus hyointestinalis	79
WP_000068664.1	A0A1L7MT10	unreviewed	A0A1L7MT10_STRIT	30S ribosomal protein S18	Streptococcus intermedius	79
WP_000068664.1	S7XGT9	unreviewed	S7XGT9_STRMT	30S ribosomal protein S18	Streptococcus mitis 18/56	79
WP_000068664.1	A0A0E2P3Q8	unreviewed	A0A0E2P3Q8_9STRE	30S ribosomal protein S18	Streptococcus pseudopneumoniae 22725	79
WP_000068664.1	V8IKW9	unreviewed	V8IKW9_9STRE	30S ribosomal protein S18	Streptococcus pseudopneumoniae 5247	79
WP_000068664.1	V8I9X7	unreviewed	V8I9X7_STRMT	30S ribosomal protein S18	Streptococcus mitis 21/39	79
WP_000068664.1	V8IB20	unreviewed	V8IB20_STRMT	30S ribosomal protein S18	Streptococcus mitis 27/7	79
WP_000068664.1	A0A387B0U4	unreviewed	A0A387B0U4_9STRE	30S ribosomal protein S18	Streptococcus gwangjuense	79
WP_000068664.1	A0A1X1J742	unreviewed	A0A1X1J742_STROR	30S ribosomal protein S18	Streptococcus oralis subsp. dentisani	79
WP_000068664.1	A0A2X3WFS5	unreviewed	A0A2X3WFS5_9STRE	30S ribosomal protein S18	Streptococcus lutetiensis	79
WP_000068664.1	A0A5C5S7Y4	unreviewed	A0A5C5S7Y4_9STRE	30S ribosomal protein S18	Streptococcus pharyngis	79
WP_000068664.1	A0A1S1GZE1	unreviewed	A0A1S1GZE1_9STRE	30S ribosomal protein S18	Streptococcus sp. HMSC34B10	79
WP_000068664.1	P66472	reviewed	RS18_STRPN	30S ribosomal protein S18	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	79
WP_000068664.1	A0A2J9X7M2	unreviewed	A0A2J9X7M2_9STRE	30S ribosomal protein S18	Streptococcus sp. FDAARGOS_146	79
WP_000068664.1	P66473	reviewed	RS18_STRR6	30S ribosomal protein S18	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	79
WP_000068664.1	A0A1F0C2A0	unreviewed	A0A1F0C2A0_9STRE	30S ribosomal protein S18	Streptococcus sp. HMSC070B10	79
WP_000068664.1	A0A1F0BHZ8	unreviewed	A0A1F0BHZ8_9STRE	30S ribosomal protein S18	Streptococcus sp. HMSC074B11	79
WP_000068664.1	A0A1S1CU04	unreviewed	A0A1S1CU04_9STRE	30S ribosomal protein S18	Streptococcus sp. HMSC063B03	79
WP_000068664.1	A0A1S1FD92	unreviewed	A0A1S1FD92_9STRE	30S ribosomal protein S18	Streptococcus sp. HMSC034B03	79
WP_000068664.1	A0A1S1DLT5	unreviewed	A0A1S1DLT5_9STRE	30S ribosomal protein S18	Streptococcus sp. HMSC066F01	79
WP_000068664.1	A0A1F0AXZ7	unreviewed	A0A1F0AXZ7_9STRE	30S ribosomal protein S18	Streptococcus sp. HMSC057G03	79
WP_000068664.1	A0A1F0B7C0	unreviewed	A0A1F0B7C0_9STRE	30S ribosomal protein S18	Streptococcus sp. HMSC077D04	79
WP_000068664.1	A0A1S1E7P6	unreviewed	A0A1S1E7P6_9STRE	30S ribosomal protein S18	Streptococcus sp. HMSC076C09	79
WP_000068664.1	A0A1F0A5H1	unreviewed	A0A1F0A5H1_9STRE	30S ribosomal protein S18	Streptococcus sp. HMSC061D10	79
WP_000068664.1	A0A1E9H9U2	unreviewed	A0A1E9H9U2_9STRE	30S ribosomal protein S18	Streptococcus sp. HMSC061D01	79
WP_000068664.1	A0A1E9GEQ2	unreviewed	A0A1E9GEQ2_9STRE	30S ribosomal protein S18	Streptococcus sp. HMSC073F11	79
WP_000068664.1	A0A1E9G6T1	unreviewed	A0A1E9G6T1_9STRE	30S ribosomal protein S18	Streptococcus sp. HMSC076C08	79
WP_000068664.1	A0A1E9DX55	unreviewed	A0A1E9DX55_9STRE	30S ribosomal protein S18	Streptococcus sp. HMSC062B01	79
WP_000068664.1	A0A1E8ZRP9	unreviewed	A0A1E8ZRP9_9STRE	30S ribosomal protein S18	Streptococcus sp. HMSC034E03	79
WP_000068664.1	A0A1E8ULA1	unreviewed	A0A1E8ULA1_9STRE	30S ribosomal protein S18	Streptococcus sp. HMSC073D05	79
WP_000068664.1	A0A1E8TQ76	unreviewed	A0A1E8TQ76_9STRE	30S ribosomal protein S18	Streptococcus sp. HMSC071D03	79
WP_000068664.1	A0A1F1DHK0	unreviewed	A0A1F1DHK0_9STRE	30S ribosomal protein S18	Streptococcus sp. HMSC072C09	79
WP_000068664.1	A0A1F1C8B2	unreviewed	A0A1F1C8B2_9STRE	30S ribosomal protein S18	Streptococcus sp. HMSC072G04	79
WP_000068664.1	A0A1F1A009	unreviewed	A0A1F1A009_9STRE	30S ribosomal protein S18	Streptococcus sp. HMSC061E03	79
WP_000068664.1	A0A1F0Y850	unreviewed	A0A1F0Y850_9STRE	30S ribosomal protein S18	Streptococcus sp. HMSC078D09	79
WP_000068664.1	A0A1F0T9C3	unreviewed	A0A1F0T9C3_9STRE	30S ribosomal protein S18	Streptococcus sp. HMSC062D07	79
WP_000068664.1	A0A1F0RG49	unreviewed	A0A1F0RG49_9STRE	30S ribosomal protein S18	Streptococcus sp. HMSC056D07	79
WP_000068664.1	A0A1F0NQ67	unreviewed	A0A1F0NQ67_9STRE	30S ribosomal protein S18	Streptococcus sp. HMSC066E07	79
WP_000068664.1	A0A1F0NEE1	unreviewed	A0A1F0NEE1_9STRE	30S ribosomal protein S18	Streptococcus sp. HMSC067H01	79
WP_000068664.1	A0A1F0KCG6	unreviewed	A0A1F0KCG6_9STRE	30S ribosomal protein S18	Streptococcus sp. HMSC065E03	79
WP_000068664.1	A0A127TT86	unreviewed	A0A127TT86_9STRE	30S ribosomal protein S18	Streptococcus sp. A12	79
WP_000068664.1	A0A0A0DKB1	unreviewed	A0A0A0DKB1_9STRE	30S ribosomal protein S18	Streptococcus sinensis	79
WP_000068664.1	A0A139MLD7	unreviewed	A0A139MLD7_9STRE	30S ribosomal protein S18	Streptococcus sp. DD04	79
WP_000068664.1	A0A139NFS1	unreviewed	A0A139NFS1_9STRE	30S ribosomal protein S18	Streptococcus sp. DD10	79
WP_000068664.1	A0A172Q5I7	unreviewed	A0A172Q5I7_9STRE	30S ribosomal protein S18	Streptococcus pantholopis	79
WP_000068664.1	A0A1H6R976	unreviewed	A0A1H6R976_9STRE	30S ribosomal protein S18	Streptococcus sp. 45	79
WP_000068664.1	A0A1H0R5A0	unreviewed	A0A1H0R5A0_9STRE	30S ribosomal protein S18	Streptococcus sp. NLAE-zl-C503	79
WP_000068664.1	A0A178K729	unreviewed	A0A178K729_9STRE	30S ribosomal protein S18	Streptococcus sp. CCUG 49591	79
WP_000068664.1	A0A0F2CX95	unreviewed	A0A0F2CX95_STROR	30S ribosomal protein S18	Streptococcus oralis subsp. oralis	79
WP_000068664.1	A0A1E1G9P8	unreviewed	A0A1E1G9P8_9STRE	30S ribosomal protein S18	Streptococcus sp. NPS 308	79
WP_000068664.1	A0A1Q8RFT5	unreviewed	A0A1Q8RFT5_9STRE	30S ribosomal protein S18	Streptococcus sp. 'caviae'	79
WP_000068664.1	A0A2J9ET87	unreviewed	A0A2J9ET87_9STRE	30S ribosomal protein S18	Streptococcus sp. FDAARGOS_256	79
WP_000068664.1	A0A135YW13	unreviewed	A0A135YW13_9STRE	30S ribosomal protein S18	Streptococcus pasteurianus	79
WP_000068664.1	A0A231VY24	unreviewed	A0A231VY24_9STRE	30S ribosomal protein S18	Streptococcus sp. KR	79
WP_000068664.1	A0A2N6PLS6	unreviewed	A0A2N6PLS6_9STRE	30S ribosomal protein S18	Streptococcus sp. UMB0029	79
WP_000068664.1	P66474	reviewed	RS18_STRMU	30S ribosomal protein S18	Streptococcus mutans serotype c (strain ATCC 700610 / UA159)	79
WP_000068664.1	A0A3R8NFS6	unreviewed	A0A3R8NFS6_9STRE	30S ribosomal protein S18	Streptococcus halitosis	79
WP_000068664.1	A0A372KNJ3	unreviewed	A0A372KNJ3_9STRE	30S ribosomal protein S18	Streptococcus chenjunshii	79
WP_000068664.1	A0A3L9DK52	unreviewed	A0A3L9DK52_9STRE	30S ribosomal protein S18	Streptococcus hillyeri	79
WP_000068664.1	A0A371QFF1	unreviewed	A0A371QFF1_9STRE	30S ribosomal protein S18	Streptococcus sp. NM	79
WP_000068664.1	A0A3A5S388	unreviewed	A0A3A5S388_9STRE	30S ribosomal protein S18	Streptococcus sp. AM28-20	79
WP_000068664.1	A0A3A5QAJ9	unreviewed	A0A3A5QAJ9_9STRE	30S ribosomal protein S18	Streptococcus sp. AM43-2AT	79
WP_000068664.1	A0A4Q5BUV2	unreviewed	A0A4Q5BUV2_9STRE	30S ribosomal protein S18	Streptococcus sp. bf_0095	79
WP_000068664.1	A0A3Q9F3G5	unreviewed	A0A3Q9F3G5_9STRE	30S ribosomal protein S18	Streptococcus periodonticum	79
WP_000068664.1	A0A3P1VKU7	unreviewed	A0A3P1VKU7_9STRE	30S ribosomal protein S18	Streptococcus sp. OH4692_COT-348	79
WP_000068664.1	A0A5B7Y511	unreviewed	A0A5B7Y511_9STRE	30S ribosomal protein S18	Streptococcus sp. 1643	79
WP_000068664.1	A0A1S9ZG17	unreviewed	A0A1S9ZG17_9STRE	30S ribosomal protein S18	Streptococcus pseudopneumoniae	79
WP_000068664.1	A0A7X3AXH6	unreviewed	A0A7X3AXH6_9STRE	30S ribosomal protein S18	Streptococcus sp. BIOML-A1	79
WP_000068664.1	A0A501P9V9	unreviewed	A0A501P9V9_9STRE	30S ribosomal protein S18	Streptococcus symci	79
WP_000068664.1	A0A501VTN1	unreviewed	A0A501VTN1_9STRE	30S ribosomal protein S18	Streptococcus sp. D2	79
WP_000068664.1	A0A501VVE0	unreviewed	A0A501VVE0_9STRE	30S ribosomal protein S18	Streptococcus xiaochunlingii	79
WP_000068664.1	A0A6H3S5H6	unreviewed	A0A6H3S5H6_9STRE	30S ribosomal protein S18	Streptococcus sp. 116-D4	79
WP_000068664.1	A0A7L8W6F5	unreviewed	A0A7L8W6F5_9STRE	30S ribosomal protein S18	Streptococcus sp. KS 6	79
WP_000068664.1	A0A5C5TST3	unreviewed	A0A5C5TST3_9STRE	30S ribosomal protein S18	Streptococcus sp. sy010	79
WP_000068664.1	A0A5C5TDP2	unreviewed	A0A5C5TDP2_9STRE	30S ribosomal protein S18	Streptococcus sp. sy004	79
WP_000068664.1	A0A5J6LQF8	unreviewed	A0A5J6LQF8_9STRE	30S ribosomal protein S18	Streptococcus sp. LPB0220	79
WP_000068664.1	A0A6G8HYZ1	unreviewed	A0A6G8HYZ1_9STRE	30S ribosomal protein S18	Streptococcus sp. CNU G2	79
WP_000068664.1	A0A3B0BM91	unreviewed	A0A3B0BM91_9STRE	30S ribosomal protein S18	Streptococcus chosunense	79
WP_000068664.1	A0A7X9QYY7	unreviewed	A0A7X9QYY7_9STRE	30S ribosomal protein S18	Streptococcus sp. WB01_FAA12	79
WP_000068664.1	A0A4R5G4J1	unreviewed	A0A4R5G4J1_9STRE	30S ribosomal protein S18	Streptococcus vicugnae	79
WP_000068664.1	A0A7G9AZ26	unreviewed	A0A7G9AZ26_9STRE	30S ribosomal protein S18	Streptococcus sp. NSJ-72	79
WP_000068664.1	A0A081PQ30	unreviewed	A0A081PQ30_STRMT	30S ribosomal protein S18	Streptococcus mitis	79
WP_000068664.1	A0A6N7X323	unreviewed	A0A6N7X323_STRAY	30S ribosomal protein S18	Streptococcus alactolyticus	79
WP_000068664.1	A0A060RGM2	unreviewed	A0A060RGM2_9STRE	30S ribosomal protein S18	Streptococcus gallolyticus	79
WP_000068664.1	A0A380L242	unreviewed	A0A380L242_9STRE	30S ribosomal protein S18	Streptococcus milleri	79
WP_000068664.1	D3HA63	unreviewed	D3HA63_STRM6	30S ribosomal protein S18	Streptococcus mitis (strain B6)	79
WP_000068664.1	Q04JL0	reviewed	RS18_STRP2	30S ribosomal protein S18	Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)	79
WP_000068664.1	A3CL34	reviewed	RS18_STRSV	30S ribosomal protein S18	Streptococcus sanguinis (strain SK36)	79
WP_000068664.1	A5LL19	unreviewed	A5LL19_STREE	30S ribosomal protein S18	Streptococcus pneumoniae SP6-BS73	79
WP_000068664.1	E9DLA8	unreviewed	E9DLA8_9STRE	30S ribosomal protein S18	Streptococcus sp. C150	79
WP_000068664.1	A0A1G6CY76	unreviewed	A0A1G6CY76_9STRE	30S ribosomal protein S18	Streptococcus henryi	79
WP_000068664.1	A0A0F2CGX6	unreviewed	A0A0F2CGX6_STRCR	30S ribosomal protein S18	Streptococcus cristatus	79
WP_000068664.1	A8AZD5	reviewed	RS18_STRGC	30S ribosomal protein S18	Streptococcus gordonii (strain Challis / ATCC 35105 / BCRC 15272 / CH1 / DL1 / V288)	79
WP_000068664.1	D0RX70	unreviewed	D0RX70_9STRE	30S ribosomal protein S18	Streptococcus sp. 2_1_36FAA	79
WP_000068664.1	C1CSF7	reviewed	RS18_STRZT	30S ribosomal protein S18	Streptococcus pneumoniae (strain Taiwan19F-14)	79
WP_000068664.1	B1ICV9	reviewed	RS18_STRPI	30S ribosomal protein S18	Streptococcus pneumoniae (strain Hungary19A-6)	79
WP_000068664.1	C1C8C8	reviewed	RS18_STRP7	30S ribosomal protein S18	Streptococcus pneumoniae (strain 70585)	79
WP_000068664.1	C1CFC0	reviewed	RS18_STRZJ	30S ribosomal protein S18	Streptococcus pneumoniae (strain JJA)	79
WP_000068664.1	C1CLN8	reviewed	RS18_STRZP	30S ribosomal protein S18	Streptococcus pneumoniae (strain P1031)	79
WP_000068664.1	B2IR58	reviewed	RS18_STRPS	30S ribosomal protein S18	Streptococcus pneumoniae (strain CGSP14)	79
WP_000068664.1	E8JQA4	unreviewed	E8JQA4_STREI	30S ribosomal protein S18	Streptococcus equinus ATCC 9812	79
WP_000068664.1	B8ZLD9	reviewed	RS18_STRPJ	30S ribosomal protein S18	Streptococcus pneumoniae (strain ATCC 700669 / Spain 23F-1)	79
WP_000068664.1	E9FHW3	unreviewed	E9FHW3_9STRE	30S ribosomal protein S18	Streptococcus sp. C300	79
WP_000068664.1	D2EQ72	unreviewed	D2EQ72_9STRE	30S ribosomal protein S18	Streptococcus sp. M143	79
WP_000068664.1	E9FKL0	unreviewed	E9FKL0_9STRE	30S ribosomal protein S18	Streptococcus sp. M334	79
WP_000068664.1	E1LJL3	unreviewed	E1LJL3_STRMT	30S ribosomal protein S18	Streptococcus mitis SK564	79
WP_000068664.1	E1LR39	unreviewed	E1LR39_STRMT	30S ribosomal protein S18	Streptococcus mitis SK597	79
WP_000068664.1	A0A081JFE4	unreviewed	A0A081JFE4_STRMC	30S ribosomal protein S18	Streptococcus macedonicus	79
WP_000068664.1	A0A7X9LEG5	unreviewed	A0A7X9LEG5_9STRE	30S ribosomal protein S18	Streptococcus ursoris	79
WP_000068664.1	A0A125YQF5	unreviewed	A0A125YQF5_STROR	30S ribosomal protein S18	Streptococcus oralis ATCC 35037	79
WP_000068664.1	A0A139RJ66	unreviewed	A0A139RJ66_9STRE	30S ribosomal protein S18	Streptococcus infantis	79
WP_000068664.1	J3JQQ4	unreviewed	J3JQQ4_STRRT	30S ribosomal protein S18	Streptococcus ratti FA-1 = DSM 20564	79
WP_000068664.1	E6J1E6	unreviewed	E6J1E6_STRAP	30S ribosomal protein S18	Streptococcus anginosus F0211	79
WP_000068664.1	A0A7H8Z8J2	unreviewed	A0A7H8Z8J2_9STRE	30S ribosomal protein S18	Streptococcus sp. oral taxon 061	79
WP_000068664.1	A0A1B1ICE6	unreviewed	A0A1B1ICE6_9STRE	30S ribosomal protein S18	Streptococcus sp. oral taxon 064	79
WP_000068664.1	A0A109W925	unreviewed	A0A109W925_9STRE	30S ribosomal protein S18	Streptococcus sp. oral taxon 431	79
WP_000068664.1	F8DJF4	unreviewed	F8DJF4_STREP	30S ribosomal protein S18	Streptococcus parasanguinis (strain ATCC 15912 / DSM 6778 / CIP 104372 / LMG 14537)	79
WP_000068664.1	A0A380JCG2	unreviewed	A0A380JCG2_STRDO	30S ribosomal protein S18	Streptococcus downei MFe28	79
WP_000068664.1	A0A139QFE6	unreviewed	A0A139QFE6_STRCV	30S ribosomal protein S18	Streptococcus constellatus	79
WP_000068664.1	F9P0M2	unreviewed	F9P0M2_STRMT	30S ribosomal protein S18	Streptococcus mitis bv. 2 str. F0392	79
WP_000068664.1	A0A380M5C0	unreviewed	A0A380M5C0_9STRE	30S ribosomal protein S18	Streptococcus viridans	79
WP_000068664.1	A0A829BIA8	unreviewed	A0A829BIA8_STRMG	30S ribosomal protein S18	Streptococcus mutans SM6	79
WP_000068664.1	G6A6B1	unreviewed	G6A6B1_STRIT	30S ribosomal protein S18	Streptococcus intermedius F0395	79
WP_000068664.1	G6C925	unreviewed	G6C925_9STRE	30S ribosomal protein S18	Streptococcus sp. oral taxon 058 str. F0407	79
WP_000068664.1	T1ZCT5	unreviewed	T1ZCT5_STRIT	30S ribosomal protein S18	Streptococcus intermedius B196	79
WP_000068664.1	E0PS34	unreviewed	E0PS34_STRMT	30S ribosomal protein S18	Streptococcus mitis ATCC 6249	79
WP_000068664.1	E0PFU3	unreviewed	E0PFU3_STREI	30S ribosomal protein S18	Streptococcus equinus ATCC 700338	79
WP_000068664.1	E0Q055	unreviewed	E0Q055_9STRE	30S ribosomal protein S18	Streptococcus sp. oral taxon 071 str. 73H25AP	79
WP_000068664.1	E1M5B1	unreviewed	E1M5B1_9STRE	30S ribosomal protein S18	Streptococcus infantis SK1302	79
WP_000068664.1	G5JMQ8	unreviewed	G5JMQ8_STRCG	30S ribosomal protein S18	Streptococcus criceti HS-6	79
WP_000068664.1	E8K6J2	unreviewed	E8K6J2_STRPA	30S ribosomal protein S18	Streptococcus parasanguinis ATCC 903	79
WP_000068664.1	E6KNI1	unreviewed	E6KNI1_STROR	30S ribosomal protein S18	Streptococcus oralis ATCC 49296	79
WP_000068664.1	E8KAL2	unreviewed	E8KAL2_9STRE	30S ribosomal protein S18	Streptococcus peroris ATCC 700780	79
WP_000068664.1	F3UV65	unreviewed	F3UV65_STRSA	30S ribosomal protein S18	Streptococcus sanguinis SK49	79
WP_000068664.1	F0HZG3	unreviewed	F0HZG3_STRSA	30S ribosomal protein S18	Streptococcus sanguinis SK72	79
WP_000068664.1	F0I7Q2	unreviewed	F0I7Q2_STRSA	30S ribosomal protein S18	Streptococcus sanguinis SK115	79
WP_000068664.1	F0IPU8	unreviewed	F0IPU8_STRSA	30S ribosomal protein S18	Streptococcus sanguinis SK150	79
WP_000068664.1	F0IRJ4	unreviewed	F0IRJ4_STRSA	30S ribosomal protein S18	Streptococcus sanguinis SK160	79
WP_000068664.1	F2C862	unreviewed	F2C862_STRSA	30S ribosomal protein S18	Streptococcus sanguinis SK330	79
WP_000068664.1	F0FFB5	unreviewed	F0FFB5_STRSA	30S ribosomal protein S18	Streptococcus sanguinis SK353	79
WP_000068664.1	F3UQ73	unreviewed	F3UQ73_STRSA	30S ribosomal protein S18	Streptococcus sanguinis SK355	79
WP_000068664.1	F2CFU7	unreviewed	F2CFU7_STRSA	30S ribosomal protein S18	Streptococcus sanguinis SK408	79
WP_000068664.1	F0FUY0	unreviewed	F0FUY0_STRSA	30S ribosomal protein S18	Streptococcus sanguinis SK678	79
WP_000068664.1	F3UF79	unreviewed	F3UF79_STRSA	30S ribosomal protein S18	Streptococcus sanguinis SK1056	79
WP_000068664.1	F2BT96	unreviewed	F2BT96_STRSA	30S ribosomal protein S18	Streptococcus sanguinis SK1057	79
WP_000068664.1	F3SJN7	unreviewed	F3SJN7_STRSA	30S ribosomal protein S18	Streptococcus sanguinis SK1087	79
WP_000068664.1	E7S9N6	unreviewed	E7S9N6_9STRE	30S ribosomal protein S18	Streptococcus australis ATCC 700641	79
WP_000068664.1	E8JXA3	unreviewed	E8JXA3_STRCR	30S ribosomal protein S18	Streptococcus cristatus ATCC 51100	79
WP_000068664.1	E8JYR4	unreviewed	E8JYR4_9STRE	30S ribosomal protein S18	Streptococcus infantis ATCC 700779	79
WP_000068664.1	F9HJG0	unreviewed	F9HJG0_9STRE	30S ribosomal protein S18	Streptococcus sp. oral taxon 056 str. F0418	79
WP_000068664.1	E3CFW8	unreviewed	E3CFW8_STRPA	30S ribosomal protein S18	Streptococcus parasanguinis F0405	79
WP_000068664.1	F2QCD7	unreviewed	F2QCD7_STROU	30S ribosomal protein S18	Streptococcus oralis (strain Uo5)	79
WP_000068664.1	J4XBI3	unreviewed	J4XBI3_9STRE	30S ribosomal protein S18	Streptococcus sp. AS14	79
WP_000068664.1	X8H6W5	unreviewed	X8H6W5_9STRE	30S ribosomal protein S18	Streptococcus sp. AS20	79
WP_000068664.1	X8KF74	unreviewed	X8KF74_9STRE	30S ribosomal protein S18	Streptococcus sp. CM6	79
WP_000068664.1	F5WWU3	unreviewed	F5WWU3_STRG1	30S ribosomal protein S18	Streptococcus gallolyticus (strain ATCC 43143 / F-1867)	79
WP_000068664.1	F5X395	unreviewed	F5X395_STRPX	30S ribosomal protein S18	Streptococcus pasteurianus (strain ATCC 43144 / JCM 5346 / CDC 1723-81)	79
WP_000068664.1	F9PDK1	unreviewed	F9PDK1_9STRE	30S ribosomal protein S18	Streptococcus infantis X	79
WP_000068664.1	K8MNE2	unreviewed	K8MNE2_9STRE	30S ribosomal protein S18	Streptococcus sp. F0441	79
WP_000068664.1	K8MW44	unreviewed	K8MW44_9STRE	30S ribosomal protein S18	Streptococcus sp. F0442	79
WP_000124830.1	F9P6Q3	unreviewed	F9P6Q3_STRCV	50S ribosomal protein L20	Streptococcus constellatus subsp. pharyngis SK1060 = CCUG 46377	119
WP_000124830.1	F9M262	unreviewed	F9M262_STRPA	50S ribosomal protein L20	Streptococcus parasanguinis SK236	119
WP_000124830.1	V8BFS0	unreviewed	V8BFS0_STRPA	50S ribosomal protein L20	Streptococcus parasanguinis CC87K	119
WP_000124830.1	A0A1X1GIP4	unreviewed	A0A1X1GIP4_STROR	50S ribosomal protein L20	Streptococcus oralis subsp. tigurinus	119
WP_000124830.1	I2J037	unreviewed	I2J037_9STRE	50S ribosomal protein L20	Streptococcus sp. SK140	119
WP_000124830.1	I2NPI6	unreviewed	I2NPI6_STRPA	50S ribosomal protein L20	Streptococcus parasanguinis F0449	119
WP_000124830.1	I0Q2N1	unreviewed	I0Q2N1_STROR	50S ribosomal protein L20	Streptococcus oralis SK610	119
WP_000124830.1	I1ZLB9	unreviewed	I1ZLB9_STRPA	50S ribosomal protein L20	Streptococcus parasanguinis FW213	119
WP_000124830.1	A0A4V0BSY5	unreviewed	A0A4V0BSY5_9STRE	50S ribosomal protein L20	Streptococcus australis	119
WP_000124830.1	X8K9Y3	unreviewed	X8K9Y3_9STRE	50S ribosomal protein L20	Streptococcus sp. SR1	119
WP_000124830.1	K0ZYL1	unreviewed	K0ZYL1_9STRE	50S ribosomal protein L20	Streptococcus sp. GMD4S	119
WP_000124830.1	K0ZJX1	unreviewed	K0ZJX1_9STRE	50S ribosomal protein L20	Streptococcus sp. GMD6S	119
WP_000124830.1	A0A139N9D3	unreviewed	A0A139N9D3_STRGN	50S ribosomal protein L20	Streptococcus gordonii	119
WP_000124830.1	A0A081R6B7	unreviewed	A0A081R6B7_STROR	50S ribosomal protein L20	Streptococcus oralis	119
WP_000124830.1	A0A0B7GLV0	unreviewed	A0A0B7GLV0_STRSA	50S ribosomal protein L20	Streptococcus sanguinis	119
WP_000124830.1	T0TXA5	unreviewed	T0TXA5_9STRE	50S ribosomal protein L20	Streptococcus sp. HSISM1	119
WP_000124830.1	A0A0F3H428	unreviewed	A0A0F3H428_STRPA	50S ribosomal protein L20	Streptococcus parasanguinis	119
WP_000124830.1	S9REM9	unreviewed	S9REM9_STROR	50S ribosomal protein L20	Streptococcus oralis subsp. tigurinus 2426	119
WP_000124830.1	A0A2X3VML3	unreviewed	A0A2X3VML3_9STRE	50S ribosomal protein L20	Streptococcus ferus	119
WP_000124830.1	A0A1X1JBN4	unreviewed	A0A1X1JBN4_STROR	50S ribosomal protein L20	Streptococcus oralis subsp. dentisani	119
WP_000124830.1	A0A1S1H3V2	unreviewed	A0A1S1H3V2_9STRE	50S ribosomal protein L20	Streptococcus sp. HMSC34B10	119
WP_000124830.1	A0A2J9X4W9	unreviewed	A0A2J9X4W9_9STRE	50S ribosomal protein L20	Streptococcus sp. FDAARGOS_146	119
WP_000124830.1	A0A1F0BER8	unreviewed	A0A1F0BER8_9STRE	50S ribosomal protein L20	Streptococcus sp. HMSC074B11	119
WP_000124830.1	A0A1S1DD20	unreviewed	A0A1S1DD20_9STRE	50S ribosomal protein L20	Streptococcus sp. HMSC066F01	119
WP_000124830.1	A0A1F0AV54	unreviewed	A0A1F0AV54_9STRE	50S ribosomal protein L20	Streptococcus sp. HMSC057G03	119
WP_000124830.1	A0A1S1EA98	unreviewed	A0A1S1EA98_9STRE	50S ribosomal protein L20	Streptococcus sp. HMSC076C09	119
WP_000124830.1	A0A1E9G6R1	unreviewed	A0A1E9G6R1_9STRE	50S ribosomal protein L20	Streptococcus sp. HMSC076C08	119
WP_000124830.1	A0A1E9DU67	unreviewed	A0A1E9DU67_9STRE	50S ribosomal protein L20	Streptococcus sp. HMSC062B01	119
WP_000124830.1	A0A1E9B9R5	unreviewed	A0A1E9B9R5_9STRE	50S ribosomal protein L20	Streptococcus sp. HMSC056C01	119
WP_000124830.1	A0A1E9A161	unreviewed	A0A1E9A161_9STRE	50S ribosomal protein L20	Streptococcus sp. HMSC034E03	119
WP_000124830.1	A0A1E8UX60	unreviewed	A0A1E8UX60_9STRE	50S ribosomal protein L20	Streptococcus sp. HMSC073D05	119
WP_000124830.1	A0A1E8UFM0	unreviewed	A0A1E8UFM0_9STRE	50S ribosomal protein L20	Streptococcus sp. HMSC071D03	119
WP_000124830.1	A0A1F1C6S9	unreviewed	A0A1F1C6S9_9STRE	50S ribosomal protein L20	Streptococcus sp. HMSC072G04	119
WP_000124830.1	A0A1F0YG80	unreviewed	A0A1F0YG80_9STRE	50S ribosomal protein L20	Streptococcus sp. HMSC078D09	119
WP_000124830.1	A0A139NMS5	unreviewed	A0A139NMS5_9STRE	50S ribosomal protein L20	Streptococcus sp. DD10	119
WP_000124830.1	A0A139NTX2	unreviewed	A0A139NTX2_9STRE	50S ribosomal protein L20	Streptococcus sp. DD13	119
WP_000124830.1	A0A1H0PIY2	unreviewed	A0A1H0PIY2_9STRE	50S ribosomal protein L20	Streptococcus sp. NLAE-zl-C503	119
WP_000124830.1	A0A0F2DC33	unreviewed	A0A0F2DC33_STROR	50S ribosomal protein L20	Streptococcus oralis subsp. oralis	119
